,x,y,cluster,r,g,b
62662,10.943572,14.396823000000001,29,0,249,0
41629,26.618540000000003,26.530065999999998,21,0,160,61
31639,32.269657,-0.8377914000000001,48,204,124,124
50462,8.469101,-102.544235,6,77,0,160
73157,-72.92618,72.30544,13,0,127,221
6700,75.0488,39.509766,38,255,177,0
9732,22.478223999999997,25.996094,21,0,160,61
83265,-29.84422,-89.05245,10,0,9,221
55548,-5.077564,-45.217341999999995,24,0,180,0
3289,19.220474,52.160538,17,0,168,175
1045,27.236347,82.655334,23,0,166,0
68698,25.065077,82.64181500000001,23,0,166,0
63617,-47.03226,-27.773811,5,130,0,153
24963,-5.1164513,33.263588,34,231,239,0
78191,-48.152294,22.153122,9,0,0,205
51791,31.185454999999997,-10.216846,30,43,255,0
40101,-91.3045,-13.996078500000001,8,0,0,181
26001,67.3633,19.28492,37,255,197,0
44212,-13.774744,26.575094,34,231,239,0
9506,49.274837,32.373740000000005,3,122,0,138
36504,6.107642,13.625226999999999,29,0,249,0
58423,57.418312,-0.046295878,16,0,161,195
7230,70.2104,-39.973225,26,0,207,0
59903,-62.998226,-25.202623000000003,35,242,228,0
77336,55.23098,-13.009258,16,0,161,195
61513,-63.503006000000006,-56.26059300000001,43,235,0,0
26083,-6.151676,-64.003136,25,0,193,0
4276,-33.86233,-17.291792,5,130,0,153
26488,27.748179999999998,-24.598442000000002,32,191,253,0
32128,-27.374212,47.283306,41,255,32,0
47382,13.651864000000002,0.46123242,30,43,255,0
110,47.665929999999996,-28.866634,20,0,167,114
85103,-80.30089,-22.107203,8,0,0,181
76250,50.209206,38.10006,3,122,0,138
61670,41.023167,37.089905,46,207,0,0
32176,13.512209,-78.50837,0,0,0,0
13373,10.277878999999999,-40.301765,19,0,170,143
22373,48.50593,63.254982,31,117,255,0
44171,-43.16633,43.767734999999995,39,255,157,0
15484,-30.238144000000002,26.712473,9,0,0,205
9709,-89.84379,34.84102,28,0,236,0
44955,75.602936,-41.00623,26,0,207,0
62916,75.132805,40.390785,38,255,177,0
54789,91.18224000000001,15.73935,37,255,197,0
83270,1.8912950000000002,37.413227,34,231,239,0
38945,-29.222915999999998,31.529885999999998,9,0,0,205
7723,-70.1765,70.060585,13,0,127,221
6373,1.4809834,77.64596,1,46,0,53
22177,-64.79251,55.54764599999999,13,0,127,221
54300,13.006086,-0.86118037,30,43,255,0
66050,23.473402,-28.805952,32,191,253,0
43274,-47.655746,29.436544,9,0,0,205
84958,68.25107,-9.338361,15,0,155,215
30877,76.510735,44.425713,38,255,177,0
13022,54.75405500000001,-64.27126,49,204,204,204
35023,41.602814,12.925014,11,0,56,221
68261,69.63701999999999,-25.981766,42,249,0,0
67772,-59.146248,-12.525588,35,242,228,0
14726,-64.65885,-53.42221,43,235,0,0
65163,5.406093599999999,29.80126,29,0,249,0
75498,58.303734,-21.394274,42,249,0,0
42657,68.002686,-23.005629000000003,42,249,0,0
61000,-25.668596,72.99558,22,0,154,7
63071,-71.52863,-34.01056,45,213,0,0
32051,28.759484999999998,-48.336582,7,23,0,167
16344,23.71831,10.675009,21,0,160,61
54089,4.3553343,99.27077,1,46,0,53
40587,3.363307,13.735,29,0,249,0
21272,-95.30611400000001,-2.6512563,36,250,212,0
300,28.660742,-14.133466,30,43,255,0
52704,10.201866,40.23067,17,0,168,175
66923,-87.84546,11.2073,12,0,102,221
17746,-41.436165,-15.2677355,5,130,0,153
11910,-81.22797,0.38928095,12,0,102,221
5815,15.30851,11.722009,21,0,160,61
77201,52.28759,40.156834,3,122,0,138
54129,-64.03026,2.1247477999999997,12,0,102,221
38214,82.44139,-3.2616834999999997,15,0,155,215
39037,-52.138226,-48.298297999999996,4,128,0,145
50168,-36.0162,-65.080055,40,255,105,0
85515,-38.35238,-21.267387,5,130,0,153
75042,57.42491999999999,-23.162937,42,249,0,0
77184,-36.2906,28.334346999999998,9,0,0,205
36697,20.22806,51.225937,17,0,168,175
49307,-63.50335,-56.260773,43,235,0,0
46842,43.864067,2.7158182,11,0,56,221
54298,28.586190000000002,-41.819515,7,23,0,167
26317,78.17808000000001,38.230366,38,255,177,0
70733,-50.978943,-0.101016186,27,0,223,0
266,62.110369999999996,-12.772668,42,249,0,0
21848,55.13255,-22.749384,42,249,0,0
38927,-48.978268,27.181521999999998,9,0,0,205
53314,-2.0173259999999997,7.104831699999999,14,0,143,221
25737,-47.461296000000004,77.39225,2,93,0,106
60409,-1.7780371,70.93066999999999,1,46,0,53
62658,-5.488409,-17.707794,33,211,246,0
79161,73.146805,-9.753798,15,0,155,215
59925,-81.711975,-66.41626,43,235,0,0
85434,5.550912,-26.319702000000003,19,0,170,143
75058,0.45080915,39.272403999999995,34,231,239,0
58477,-3.4712071000000004,-12.374005,33,211,246,0
69926,14.411195999999999,49.74197,17,0,168,175
65844,-67.206245,32.8329,28,0,236,0
61216,84.7375,-4.756044,15,0,155,215
46712,36.831814,-7.1326194,48,204,124,124
65351,-69.990105,4.436627,12,0,102,221
83534,-13.684517000000001,-31.351190000000003,24,0,180,0
61523,67.05547,-21.68936,42,249,0,0
37700,57.04760699999999,-55.733635,49,204,204,204
42171,-1.5480331,68.06933000000001,1,46,0,53
35283,-7.1264653,-65.87111,25,0,193,0
66348,-51.238440000000004,-59.24179,40,255,105,0
59403,0.94472784,-27.546667,19,0,170,143
26322,-52.38835,-82.82523,10,0,9,221
49983,7.476888000000001,13.543804000000002,29,0,249,0
57523,52.726974,9.799719999999999,11,0,56,221
12373,49.002937,-58.603603,49,204,204,204
33816,-55.418471999999994,-28.110267999999998,4,128,0,145
58230,-9.134871,-28.798826000000002,24,0,180,0
40548,26.623089,74.883156,23,0,166,0
60470,0.24767165,-16.647497,33,211,246,0
16675,-0.64160556,7.2541285,14,0,143,221
46604,48.800990000000006,64.84881,31,117,255,0
38021,13.897651999999999,0.780301,30,43,255,0
21240,74.389046,-44.981266,26,0,207,0
12282,71.18146999999999,-38.069973,26,0,207,0
76442,50.528873,66.87775400000001,31,117,255,0
80080,-37.726105,-36.438759999999995,4,128,0,145
63516,48.821007,-25.527260000000002,20,0,167,114
7285,-49.023964,26.86416,9,0,0,205
30690,86.512726,4.35113,37,255,197,0
66326,-40.651978,43.483779999999996,39,255,157,0
23141,28.341278000000003,-56.800537,7,23,0,167
22790,-6.194133,53.646652,47,204,44,44
54123,35.300697,-3.8150942000000003,48,204,124,124
83875,8.159496,-27.992207,19,0,170,143
77930,91.84846999999999,16.48711,37,255,197,0
36065,-14.140835999999998,-30.141857,24,0,180,0
37741,52.504448,36.278946000000005,3,122,0,138
68757,-49.005404999999996,27.657925,9,0,0,205
76701,9.624317999999999,-82.27981,0,0,0,0
67337,-16.68186,-1.0205152,14,0,143,221
41082,36.94157,-81.96375,0,0,0,0
84606,10.546877,-57.305927000000004,44,222,0,0
15204,-6.3100605000000005,-7.501500599999999,33,211,246,0
84794,82.73897,6.8212,37,255,197,0
49466,52.64383,28.082075,3,122,0,138
67120,-53.100871999999995,-79.35673,10,0,9,221
22142,1.9452311999999998,-42.142227,19,0,170,143
22403,86.78290600000001,2.2887223,37,255,197,0
25752,13.720704999999999,55.802727000000004,17,0,168,175
4336,-55.45304,-31.945332,4,128,0,145
77024,5.4234147,-56.863240000000005,44,222,0,0
56545,-45.3405,61.91188399999999,13,0,127,221
66307,-23.899124,-36.02172,4,128,0,145
19688,5.3109317,-56.835544999999996,44,222,0,0
41696,-16.49201,13.977269,14,0,143,221
4679,-66.60282,-30.660890000000002,45,213,0,0
47580,-39.41547,43.180183,39,255,157,0
53898,-5.277089,-42.2028,24,0,180,0
78317,51.574627,24.0796,3,122,0,138
40758,67.60684,19.181852,37,255,197,0
543,-108.86418,-12.223328,36,250,212,0
26664,-35.670128000000005,-66.84785,40,255,105,0
78494,-42.24372,63.267162,13,0,127,221
2893,3.1101107999999997,33.1905,29,0,249,0
59034,-7.275127400000001,4.516516,14,0,143,221
66346,69.292076,42.192524,38,255,177,0
27455,60.417088,-22.604944,42,249,0,0
26535,0.23260129999999998,73.343834,1,46,0,53
51607,-33.60938,67.88152,22,0,154,7
52391,18.015182,-14.786339000000002,30,43,255,0
43387,41.202273999999996,9.807705,11,0,56,221
23405,-10.941498,-85.260864,6,77,0,160
38411,8.248486,-39.81919,19,0,170,143
15099,29.534709999999997,-43.791096,7,23,0,167
61319,-8.619773,33.96371,34,231,239,0
31446,80.25728000000001,46.25848,38,255,177,0
35975,-10.057267999999999,-19.07917,33,211,246,0
21847,53.500319999999995,6.4641843,11,0,56,221
57508,-22.496494000000002,-49.129096999999994,25,0,193,0
54655,1.6564386999999998,64.64631999999999,1,46,0,53
71825,75.7102,12.8864355,37,255,197,0
44015,49.025562,64.69587,31,117,255,0
32761,-9.766874000000001,-90.02687,6,77,0,160
73269,-22.189903,-49.448640000000005,25,0,193,0
68108,-19.505846,-55.8568,25,0,193,0
58461,50.945507,68.679825,31,117,255,0
41079,28.180664,51.553356,17,0,168,175
31938,73.69906999999999,40.513816999999996,38,255,177,0
35290,-81.202614,-5.568083000000001,12,0,102,221
53438,-32.534335999999996,-26.602951,18,0,170,157
22330,-36.693847999999996,-69.35347,40,255,105,0
14904,-63.827324,-55.538940000000004,43,235,0,0
15781,-78.02799,21.200369,28,0,236,0
79503,-52.79864499999999,-10.917547,27,0,223,0
30293,29.40868,-24.401474,32,191,253,0
808,-27.303055,-27.18395,18,0,170,157
34109,-6.996049,31.583446999999996,34,231,239,0
19025,-76.37854,-39.745968,45,213,0,0
15149,77.92355,13.649423,37,255,197,0
53645,52.737988,-60.782245999999994,49,204,204,204
69047,-47.581447999999995,-54.59712,40,255,105,0
84769,-45.039852,5.08735,27,0,223,0
51100,9.362713000000001,-0.78427285,30,43,255,0
46952,48.80135,64.85022,31,117,255,0
31079,-49.62798,78.23788499999999,2,93,0,106
78688,3.43736,-12.07976,33,211,246,0
33821,47.073895,-33.193687,20,0,167,114
63675,-8.231885,-43.66488,24,0,180,0
3496,6.2674623,49.345005,17,0,168,175
53258,38.879726,-54.03015,7,23,0,167
4219,85.76241,-5.101077,15,0,155,215
26518,18.76275,-74.4939,0,0,0,0
730,32.534058,74.52918000000001,23,0,166,0
24076,-55.359264,-39.932617,4,128,0,145
26912,-25.246004,71.82656999999999,22,0,154,7
7082,-47.12017,-8.558233999999999,27,0,223,0
59549,19.950668,-14.526542000000001,30,43,255,0
25691,28.123196000000004,51.511013,17,0,168,175
21612,-0.26596144,37.23786,34,231,239,0
36096,-27.289314,-43.04574,4,128,0,145
36521,8.866098,-51.788338,44,222,0,0
60394,38.355109999999996,-84.79464,0,0,0,0
34614,-80.68215,12.053426,12,0,102,221
48099,72.16835,36.96564,38,255,177,0
11404,-46.709995,-18.557610999999998,5,130,0,153
12423,-38.780315,-7.7794633,5,130,0,153
73623,4.035759,99.75294,1,46,0,53
11887,-8.626735,-60.316340000000004,25,0,193,0
23435,23.958979,22.098131,21,0,160,61
61511,-37.604565,-63.85729,40,255,105,0
27964,-64.44779,16.764145000000003,28,0,236,0
61960,76.50990999999999,44.42411,38,255,177,0
85329,-56.122974,-25.669748000000002,35,242,228,0
53119,73.540115,-44.325195,26,0,207,0
76342,-29.799927,-86.4557,10,0,9,221
35506,56.62755,9.104416,11,0,56,221
72756,27.974897,-45.62555,7,23,0,167
60376,-45.45315,-3.8686926,27,0,223,0
38228,52.83419,-61.112930000000006,49,204,204,204
66804,16.401245,-9.378228,30,43,255,0
30349,-23.167923000000002,7.880893700000001,14,0,143,221
67281,89.69973,-3.448768,15,0,155,215
63285,18.357364999999998,-16.814247,30,43,255,0
22192,-9.705865,-89.47216,6,77,0,160
28416,73.64402,-40.928222999999996,26,0,207,0
10153,7.8241735,-23.151301999999998,19,0,170,143
57812,50.739845,67.04123,31,117,255,0
54420,-65.778786,52.71584,13,0,127,221
42661,25.518864,24.917676999999998,21,0,160,61
6425,-27.762499,62.337692000000004,22,0,154,7
14377,-29.65645,-90.67263,10,0,9,221
3767,-25.923344,-9.611087,18,0,170,157
55584,-50.114162,7.039427000000001,27,0,223,0
68284,-18.900732,-20.006268,18,0,170,157
29889,27.672455,47.054764,17,0,168,175
37224,-83.376816,8.480466999999999,12,0,102,221
56674,-9.662148,57.285019999999996,47,204,44,44
24752,8.983133,-51.647945,44,222,0,0
19765,75.37942,-43.23369,26,0,207,0
37577,-9.6784,-92.99940500000001,6,77,0,160
85759,15.716279,-13.308053,30,43,255,0
67647,-60.059819999999995,-28.037807,35,242,228,0
8229,-75.68220500000001,-39.240437,45,213,0,0
40913,25.365017,83.36621,23,0,166,0
3288,53.904796999999995,70.9154,31,117,255,0
78393,-8.756984,-67.95272,25,0,193,0
39271,80.90339,45.561496999999996,38,255,177,0
8700,-55.32445,11.478760000000001,27,0,223,0
54172,53.965233,71.83465600000001,31,117,255,0
31882,-58.6499,-10.410891000000001,35,242,228,0
24950,-9.578457,-42.903625,24,0,180,0
80973,-32.190704,6.2273016,27,0,223,0
79540,-58.756153000000005,-0.52795434,27,0,223,0
27233,-70.78499599999999,73.389206,13,0,127,221
45916,18.079172,52.086147,17,0,168,175
18758,70.06019,-21.758585,42,249,0,0
68844,-63.21719,-24.949679999999997,35,242,228,0
84587,-17.149467,-5.624308,14,0,143,221
16286,-0.27312037,33.000706,34,231,239,0
64546,-63.83091999999999,18.621004,28,0,236,0
64795,-27.603207,-48.13003,4,128,0,145
48594,27.808441,25.24774,21,0,160,61
43287,-6.973481,2.7562732999999997,14,0,143,221
6431,-38.87249,-8.300261,5,130,0,153
84494,26.151289000000002,75.12640999999999,23,0,166,0
59147,34.39208,73.62477,23,0,166,0
14483,-71.33341,46.739655,13,0,127,221
53507,55.014393000000005,-67.6826,49,204,204,204
62139,83.45603,9.015350999999999,37,255,197,0
67740,-43.38731,38.461815,39,255,157,0
6708,81.126625,-0.8771793,15,0,155,215
37407,9.669383999999999,13.753723,29,0,249,0
75011,29.68324,-11.080138999999999,30,43,255,0
52670,-71.16665,-12.156015,35,242,228,0
28238,21.151947,-61.543163,7,23,0,167
19040,76.48606,-10.790588,15,0,155,215
60877,-51.676826,-82.57049,10,0,9,221
37657,53.9787,-4.240583999999999,16,0,161,195
44709,27.436949,45.621483000000005,17,0,168,175
20499,-29.56004,62.44866999999999,22,0,154,7
27393,80.472565,44.952248,38,255,177,0
40623,-10.263274000000001,87.18717,1,46,0,53
13437,-12.057078,-59.63361999999999,25,0,193,0
33263,81.96285999999999,15.8858595,37,255,197,0
53383,47.162116999999995,-33.614723,20,0,167,114
33608,-6.89865,-84.6043,6,77,0,160
82712,-82.28057,-53.78559,43,235,0,0
21115,-42.132378,42.72957,39,255,157,0
69737,-32.190727,6.227233,27,0,223,0
26978,-78.99423,-63.18649,43,235,0,0
58271,8.469281,-102.53692,6,77,0,160
72536,-17.483341,-58.072037,25,0,193,0
86451,31.206197999999997,79.75469,23,0,166,0
24314,26.590033000000002,77.16753,23,0,166,0
17715,-47.185764,-10.543939,5,130,0,153
43745,28.795145,-42.20293,7,23,0,167
2868,84.00403,41.581425,38,255,177,0
53618,-10.58009,-87.64116999999999,6,77,0,160
83825,11.733857,-74.189514,0,0,0,0
57222,5.0576625,98.7969,1,46,0,53
46397,-31.529434000000002,-87.0002,10,0,9,221
48220,-18.611765,37.613186,41,255,32,0
45732,-46.26697,-61.2354,40,255,105,0
17093,28.451378000000002,-57.163509999999995,7,23,0,167
39898,28.789223,-3.2378549999999997,48,204,124,124
31381,-48.396409999999996,-9.79017,27,0,223,0
26899,-41.469406,40.58722,39,255,157,0
65737,8.918254,14.614094,29,0,249,0
17263,57.122288,65.51308,31,117,255,0
57001,48.514736,-24.355368,20,0,167,114
6935,-96.65568499999999,-2.3904900000000002,36,250,212,0
36068,26.256798,-60.707886,7,23,0,167
27996,24.660542,46.371403,17,0,168,175
29719,-7.74792,4.463908,14,0,143,221
27264,29.537458,80.67211,23,0,166,0
49452,-33.61003,67.88138000000001,22,0,154,7
28496,-3.0189743,84.53401,1,46,0,53
34213,-1.6810017,67.92125,1,46,0,53
49760,-77.025406,3.5905843,12,0,102,221
6936,35.623775,-4.3907875999999995,48,204,124,124
74715,44.695675,-60.585075,49,204,204,204
49191,-43.263767,-62.490376,40,255,105,0
22956,22.452833,22.911085,21,0,160,61
63765,57.483543000000004,-7.1932415999999995,16,0,161,195
42892,-9.651753,-89.97174,6,77,0,160
20086,31.760551,40.103984999999994,46,207,0,0
19548,-2.1768622000000004,6.944631599999999,14,0,143,221
23850,8.404786999999999,-29.018587,19,0,170,143
36733,-14.008427,-60.158092,25,0,193,0
84868,-38.782284000000004,-37.792846999999995,4,128,0,145
24637,8.128427499999999,-39.52669,19,0,170,143
17526,-28.287245000000002,-90.225235,10,0,9,221
13721,-96.15455,-2.009067,36,250,212,0
67565,-69.3978,-58.668890000000005,43,235,0,0
33350,-75.94795,-39.344906,45,213,0,0
83746,44.84281,-60.61405,49,204,204,204
297,-10.013803999999999,-90.01719,6,77,0,160
85762,38.973873,5.761866599999999,11,0,56,221
26466,-70.05247,46.414970000000004,13,0,127,221
46405,-28.106789000000003,-47.54007,4,128,0,145
59794,-71.198746,-3.9631746,35,242,228,0
62698,49.14022,42.399296,3,122,0,138
43046,-67.07052,54.264632999999996,13,0,127,221
627,55.13471,-10.440578,16,0,161,195
37833,13.480816,29.086851,29,0,249,0
29177,-46.929115,-7.881488,27,0,223,0
46916,-72.42223,-26.788809000000004,45,213,0,0
20138,-81.22783000000001,0.38933116,12,0,102,221
70692,46.75558,-61.19781,49,204,204,204
73413,-46.113983000000005,-18.988834,5,130,0,153
48333,-35.815937,-66.81411,40,255,105,0
49763,7.88427,10.282813,29,0,249,0
63564,50.416584,30.566359000000002,3,122,0,138
19981,31.139183000000003,-52.988617000000005,7,23,0,167
18500,11.322616,46.85803,17,0,168,175
80705,-4.2395244000000005,83.23339,1,46,0,53
17298,40.300705,8.16473,11,0,56,221
6178,-6.2293735,53.5784,47,204,44,44
40984,-99.73721,-6.884110000000001,36,250,212,0
82688,47.423065,-11.741774000000001,16,0,161,195
44928,-68.35648,27.6448,28,0,236,0
2732,-25.574582999999997,-39.458927,4,128,0,145
60402,61.193768000000006,-2.8639095,16,0,161,195
43567,-8.225703,-43.66639,24,0,180,0
55655,-55.397144,-35.475390000000004,4,128,0,145
22304,-16.875154000000002,63.92272,47,204,44,44
2113,-10.288903999999999,87.16654,1,46,0,53
55116,-24.236477,72.38502,22,0,154,7
76490,-45.65548,-58.76772,40,255,105,0
80051,53.01420600000001,5.493002400000001,11,0,56,221
63264,-30.361697999999997,-14.571535,5,130,0,153
18566,-1.2384191999999998,7.1246696,14,0,143,221
27507,-45.03978,5.0873612999999995,27,0,223,0
72856,-39.415620000000004,43.180233,39,255,157,0
23351,-33.582684,17.531882999999997,9,0,0,205
60742,-70.4484,73.56581,13,0,127,221
77704,-29.270059999999997,58.207935,22,0,154,7
62498,24.394644,-49.195698,7,23,0,167
67685,80.460815,48.788292,38,255,177,0
66903,69.32852,46.38908,38,255,177,0
24764,-66.793846,51.26833,13,0,127,221
42260,-16.946392000000003,-5.7452607,14,0,143,221
5766,-55.669430000000006,-37.454536,4,128,0,145
56355,53.440052,-9.868511,16,0,161,195
59310,-0.32781646,-60.61631,44,222,0,0
2725,-82.2805,-53.785564,43,235,0,0
35841,41.14462,-58.49715,49,204,204,204
25331,-29.597345,45.9241,41,255,32,0
55676,1.4272678,77.56545,1,46,0,53
2648,28.872336999999998,-24.811478,32,191,253,0
42338,-15.781863000000001,-66.46358000000001,25,0,193,0
22473,59.652077,7.083647999999999,11,0,56,221
68848,27.567667,-45.528633,7,23,0,167
49292,67.31418599999999,19.186296,37,255,197,0
31200,-32.757412,27.376170000000002,9,0,0,205
7437,51.51559,-31.066202,20,0,167,114
19181,-48.732533000000004,-0.66803175,27,0,223,0
70613,-11.688689,-85.84982,6,77,0,160
30308,13.764016,-36.347183,19,0,170,143
28643,70.34271,42.077465000000004,38,255,177,0
67089,-29.317493,44.299976,41,255,32,0
24187,27.313655999999998,-10.536096,30,43,255,0
61948,11.358782000000001,40.625042,17,0,168,175
51002,79.378456,-2.154194,15,0,155,215
60123,-10.286842,87.16816,1,46,0,53
57968,-20.514805,39.7517,41,255,32,0
13726,-17.478565,-56.177746,25,0,193,0
34023,26.196274,77.66468,23,0,166,0
44314,3.7471309,-41.409411999999996,19,0,170,143
71970,-63.278126,-30.499859000000004,35,242,228,0
64956,-87.938614,11.289344999999999,12,0,102,221
28928,-6.882728999999999,-13.795067999999999,33,211,246,0
17642,12.314491,-2.900663,30,43,255,0
25478,-40.8103,-8.8392725,5,130,0,153
53023,-48.966846000000004,-14.528684,5,130,0,153
56083,11.771675,47.26158,17,0,168,175
85354,9.019886,13.13406,29,0,249,0
69268,50.558147,66.79557,31,117,255,0
35295,38.913544,4.9775763,11,0,56,221
14293,28.703315999999997,-42.080254,7,23,0,167
47174,-63.813103000000005,-21.625818,35,242,228,0
86949,-0.07315061,8.184874,14,0,143,221
41471,25.225304,-31.690783000000003,32,191,253,0
23680,61.41206700000001,-25.489353,42,249,0,0
78615,51.65229,28.511134999999996,3,122,0,138
13644,28.219507,-25.169188000000002,32,191,253,0
76164,82.11962,-10.084975,15,0,155,215
70516,19.078331,-2.96795,48,204,124,124
70646,3.2086294,37.042423,34,231,239,0
47590,24.955696,82.526886,23,0,166,0
45710,-55.50533000000001,-38.49201,4,128,0,145
30582,46.533543,42.94207,3,122,0,138
55126,13.697003,0.46262354,30,43,255,0
79603,59.162025,26.491796,3,122,0,138
12110,-3.647768,82.4604,1,46,0,53
25082,-26.502547999999997,-28.555215999999998,18,0,170,157
8781,-61.174114,-12.568572999999999,35,242,228,0
2730,45.646941999999996,-6.5270205,16,0,161,195
31956,55.995430000000006,-14.141461999999999,16,0,161,195
30059,10.149913,14.703423,29,0,249,0
43609,21.433748,7.894583,21,0,160,61
56161,-88.21014,39.837666,28,0,236,0
63187,65.18953,-25.967695000000003,42,249,0,0
47781,1.3106997,-27.330275,19,0,170,143
70079,-10.277610000000001,-18.664036,33,211,246,0
21276,14.916363,56.11383000000001,17,0,168,175
32142,-88.55586,-42.70669,8,0,0,181
60099,50.478096,66.715805,31,117,255,0
45449,-70.52838,51.195040000000006,13,0,127,221
1126,88.7175,12.778616,37,255,197,0
34424,-9.038476,-61.47994,25,0,193,0
46942,6.090679,-36.260967,19,0,170,143
35746,-48.136856,76.95375,2,93,0,106
58750,-0.6416834,7.255196000000001,14,0,143,221
44309,3.1449876,32.9417,29,0,249,0
77588,25.312910000000002,-10.210817,30,43,255,0
26963,23.848845,-34.001404,32,191,253,0
2223,23.034435000000002,-29.973875,32,191,253,0
57250,10.427048,17.331818,29,0,249,0
34532,23.388632,-24.750729,32,191,253,0
